BaseAccession	PanelMembership	EnsemblGeneIDs	NGeneIDs	AmbiguousGeneMapping	EntrezGeneIDs	EnsemblGeneViaEntrez	CachedEnsemblProteinIDs	CrossCheck
E5RGR7	DdrGoUniverse;ReferenceDdr	ENSG00000104320	1	False				route2_unavailable_no_entrez
E5RGU1	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
E5RGY3	DdrGoUniverse	ENSG00000174371	1	False				route2_unavailable_no_entrez
E5RHW9	DdrGoUniverse;ReferenceDdr	ENSG00000156831	1	False			ENSP00000429612	route2_unavailable_no_entrez
E5RIJ0	DdrGoUniverse	ENSG00000070501	1	False				route2_unavailable_no_entrez
E5RIM1	DdrGoUniverse	ENSG00000156831	1	False				route2_unavailable_no_entrez
E5RJ55	DdrGoUniverse	ENSG00000070501	1	False				route2_unavailable_no_entrez
E7EMP6	DdrGoUniverse;ReferenceDdr	ENSG00000183624	1	False	56941	ENSG00000183624	ENSP00000392966	agree
E7EN38	DdrGoUniverse	ENSG00000113522	1	False				route2_unavailable_no_entrez
E7ENB7	DdrGoUniverse	ENSG00000012048	1	False	672	ENSG00000012048		agree
E7EPD8	DdrGoUniverse;ReferenceDdr	ENSG00000042088	1	False				route2_unavailable_no_entrez
E7EQW4	DdrGoUniverse	ENSG00000012048	1	False	672	ENSG00000012048		agree
E7ESD9	DdrGoUniverse	ENSG00000113522	1	False				route2_unavailable_no_entrez
E7EUC9	DdrGoUniverse	ENSG00000076242	1	False				route2_unavailable_no_entrez
E7EUM2	DdrGoUniverse	ENSG00000012048	1	False	672	ENSG00000012048		agree
E7EVE9	DdrGoUniverse;ReferenceDdr	ENSG00000104884	1	False			ENSP00000375808	route2_unavailable_no_entrez
E7EVV8	DdrGoUniverse;ReferenceDdr	ENSG00000185504	1	False			ENSP00000399674	route2_unavailable_no_entrez
E7EW18	DdrGoUniverse	ENSG00000070501	1	False				route2_unavailable_no_entrez
E7EWN5	DdrGoUniverse	ENSG00000012048	1	False				route2_unavailable_no_entrez
E9KL30	ReferenceDdr		0	False	5695	ENSG00000136930	ENSP00000259457	no_ensembl_gene
E9PC22	DdrGoUniverse	ENSG00000012048	1	False				route2_unavailable_no_entrez
E9PC40	DdrGoUniverse	ENSG00000064933	1	False	5378	ENSG00000064933		agree
E9PC65	DdrGoUniverse	ENSG00000064933	1	False				route2_unavailable_no_entrez
E9PF25	DdrGoUniverse	ENSG00000076242	1	False				route2_unavailable_no_entrez
E9PF95	DdrGoUniverse	ENSG00000002016	1	False				route2_unavailable_no_entrez
E9PHA6	DdrGoUniverse;ReferenceDdr	ENSG00000095002	1	False	4436	ENSG00000095002		agree
E9PI26	DdrGoUniverse	ENSG00000110768	1	False				route2_unavailable_no_entrez
E9PII7	DdrGoUniverse	ENSG00000172732	1	False				route2_unavailable_no_entrez
E9PIN0	DdrGoUniverse	ENSG00000149311	1	False				route2_unavailable_no_entrez
E9PIP4	DdrGoUniverse	ENSG00000254469	1	False				route2_unavailable_no_entrez
E9PJ30	DdrGoUniverse	ENSG00000051180	1	False				route2_unavailable_no_entrez
E9PJ82	DdrGoUniverse	ENSG00000254469	1	False				route2_unavailable_no_entrez
E9PKQ3	DdrGoUniverse	ENSG00000149554	1	False				route2_unavailable_no_entrez
E9PL58	DdrGoUniverse	ENSG00000110768;ENSG00000288114	2	True				route2_unavailable_no_entrez
E9PL60	DdrGoUniverse	ENSG00000172732	1	False				route2_unavailable_no_entrez
E9PLZ0	DdrGoUniverse	ENSG00000254469;ENSG00000289716	2	True				route2_unavailable_no_entrez
E9PM51	DdrGoUniverse	ENSG00000288114	1	False				route2_unavailable_no_entrez
E9PM53	DdrGoUniverse	ENSG00000132781	1	False	4595	ENSG00000132781		agree
E9PM98	DdrGoUniverse	ENSG00000113522	1	False				route2_unavailable_no_entrez
E9PMH1	DdrGoUniverse	ENSG00000132781	1	False				route2_unavailable_no_entrez
E9PN35	DdrGoUniverse	ENSG00000166199	1	False				route2_unavailable_no_entrez
E9PNT5	DdrGoUniverse	ENSG00000051180	1	False				route2_unavailable_no_entrez
E9PNY0	DdrGoUniverse	ENSG00000132781	1	False				route2_unavailable_no_entrez
E9PP34	DdrGoUniverse	ENSG00000132781	1	False	4595	ENSG00000132781		agree
E9PP57	DdrGoUniverse	ENSG00000254469	1	False				route2_unavailable_no_entrez
E9PQ18	DdrGoUniverse	ENSG00000254469	1	False				route2_unavailable_no_entrez
E9PRG0	DdrGoUniverse	ENSG00000132781	1	False				route2_unavailable_no_entrez
E9PRH6	DdrGoUniverse;ReferenceDdr	ENSG00000169621	1	False				route2_unavailable_no_entrez
E9PRI1	DdrGoUniverse	ENSG00000172732	1	False				route2_unavailable_no_entrez
E9PSA5	DdrGoUniverse	ENSG00000166199	1	False				route2_unavailable_no_entrez
F2Z298	DdrGoUniverse	ENSG00000076242	1	False				route2_unavailable_no_entrez
F2Z2T2	DdrGoUniverse	ENSG00000136936	1	False				route2_unavailable_no_entrez
F2Z3A1	DdrGoUniverse	ENSG00000009413	1	False				route2_unavailable_no_entrez
F5GWB9	DdrGoUniverse	ENSG00000141255	1	False	84690	ENSG00000141255		agree
F5GWD3	DdrGoUniverse	ENSG00000111358	1	False				route2_unavailable_no_entrez
F5GX32	DdrGoUniverse	ENSG00000002016	1	False	5893	ENSG00000002016		agree
F5GX35	DdrGoUniverse	ENSG00000111358	1	False				route2_unavailable_no_entrez
F5GX95	DdrGoUniverse	ENSG00000002016	1	False				route2_unavailable_no_entrez
F5GXG6	DdrGoUniverse	ENSG00000111358	1	False				route2_unavailable_no_entrez
F5GYA2	DdrGoUniverse;ReferenceDdr	ENSG00000076248	1	False				route2_unavailable_no_entrez
F5GZ28	DdrGoUniverse	ENSG00000105486	1	False	3978	ENSG00000105486		agree
F5GZ90	DdrGoUniverse	ENSG00000143476	1	False	51514	ENSG00000143476		agree
F5GZS4	DdrGoUniverse	ENSG00000185504	1	False				route2_unavailable_no_entrez
F5GZZ0	DdrGoUniverse;ReferenceDdr	ENSG00000189046	1	False			ENSP00000444103	route2_unavailable_no_entrez
F5H095	DdrGoUniverse	ENSG00000185504	1	False				route2_unavailable_no_entrez
F5H0I7	DdrGoUniverse	ENSG00000139372	1	False				route2_unavailable_no_entrez
F5H0U1	DdrGoUniverse	ENSG00000171792	1	False				route2_unavailable_no_entrez
F5H0Y9	DdrGoUniverse	ENSG00000288114	1	False				route2_unavailable_no_entrez
F5H1D6	DdrGoUniverse	ENSG00000177084	1	False				route2_unavailable_no_entrez
F5H1I4	DdrGoUniverse	ENSG00000127311	1	False	92797	ENSG00000127311		agree
F5H1K5	DdrGoUniverse	ENSG00000002016	1	False				route2_unavailable_no_entrez
F5H3G1	DdrGoUniverse	ENSG00000111358	1	False				route2_unavailable_no_entrez
F5H3L7	DdrGoUniverse	ENSG00000135090	1	False				route2_unavailable_no_entrez
F5H492	DdrGoUniverse	ENSG00000172613	1	False				route2_unavailable_no_entrez
F5H4F1	DdrGoUniverse	ENSG00000172613	1	False				route2_unavailable_no_entrez
F5H4K7	DdrGoUniverse	ENSG00000111358	1	False				route2_unavailable_no_entrez
F5H539	DdrGoUniverse	ENSG00000139372	1	False				route2_unavailable_no_entrez
F5H580	DdrGoUniverse	ENSG00000171792	1	False				route2_unavailable_no_entrez
F5H5E0	DdrGoUniverse	ENSG00000135090	1	False				route2_unavailable_no_entrez
F5H5G6	DdrGoUniverse	ENSG00000185504	1	False				route2_unavailable_no_entrez
F5H5X2	DdrGoUniverse;ReferenceDdr	ENSG00000189046	1	False			ENSP00000443042	route2_unavailable_no_entrez
F5H6X0	DdrGoUniverse;ReferenceDdr	ENSG00000111358	1	False				route2_unavailable_no_entrez
F5H795	DdrGoUniverse	ENSG00000171792	1	False				route2_unavailable_no_entrez
F5H7E4	DdrGoUniverse	ENSG00000177084	1	False				route2_unavailable_no_entrez
F5H7S2	DdrGoUniverse	ENSG00000171792	1	False				route2_unavailable_no_entrez
F5H8D5	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
F5H8D7	DdrGoUniverse;ReferenceDdr	ENSG00000073050	1	False			ENSP00000443671	route2_unavailable_no_entrez
F5HRF8	DdrGoUniverse		0	False				no_ensembl_gene
F6RAW1	DdrGoUniverse	ENSG00000139372	1	False	6996	ENSG00000139372		agree
F6UP35	DdrGoUniverse	ENSG00000151164	1	False	144715	ENSG00000151164		agree
F8VVS7	DdrGoUniverse	ENSG00000132906	1	False	842	ENSG00000132906		agree
F8W714	DdrGoUniverse	ENSG00000154920	1	False				route2_unavailable_no_entrez
F8W733	DdrGoUniverse	ENSG00000158019	1	False				route2_unavailable_no_entrez
F8W7R3	DdrGoUniverse	ENSG00000140525	1	False				route2_unavailable_no_entrez
F8W7U8	DdrGoUniverse;ReferenceDdr	ENSG00000020922	1	False	4361	ENSG00000020922		agree
F8W8L1	DdrGoUniverse	ENSG00000064933	1	False				route2_unavailable_no_entrez
F8WAW9	DdrGoUniverse	ENSG00000136273	1	False				route2_unavailable_no_entrez
F8WAY6	DdrGoUniverse	ENSG00000182185	1	False				route2_unavailable_no_entrez
F8WAZ7	DdrGoUniverse	ENSG00000070950	1	False				route2_unavailable_no_entrez
F8WB78	DdrGoUniverse	ENSG00000122678	1	False				route2_unavailable_no_entrez
F8WC08	DdrGoUniverse	ENSG00000221829	1	False				route2_unavailable_no_entrez
F8WCB8	DdrGoUniverse	ENSG00000140718	1	False				route2_unavailable_no_entrez
F8WCH8	DdrGoUniverse	ENSG00000155229	1	False				route2_unavailable_no_entrez
F8WDE4	DdrGoUniverse	ENSG00000122678	1	False				route2_unavailable_no_entrez
F8WDN5	DdrGoUniverse	ENSG00000106009	1	False				route2_unavailable_no_entrez
F8WE49	DdrGoUniverse;ReferenceDdr	ENSG00000070950	1	False				route2_unavailable_no_entrez
F8WEB8	DdrGoUniverse	ENSG00000187736	1	False				route2_unavailable_no_entrez
F8WEJ1	DdrGoUniverse	ENSG00000122678	1	False				route2_unavailable_no_entrez
F8WET0	DdrGoUniverse;ReferenceDdr	ENSG00000169621	1	False				route2_unavailable_no_entrez
F8WFA6	DdrGoUniverse;ReferenceDdr	ENSG00000070950	1	False				route2_unavailable_no_entrez
G3V167	DdrGoUniverse	ENSG00000129484;ENSG00000291803	2	True				route2_unavailable_no_entrez
G3V230	DdrGoUniverse	ENSG00000072121	1	False				route2_unavailable_no_entrez
G3V2D8	DdrGoUniverse	ENSG00000072121	1	False				route2_unavailable_no_entrez
G3V2F4	DdrGoUniverse;ReferenceDdr	ENSG00000042088	1	False	55775	ENSG00000042088		agree
G3V2J6	DdrGoUniverse	ENSG00000042088	1	False				route2_unavailable_no_entrez
G3V2U6	DdrGoUniverse	ENSG00000042088	1	False				route2_unavailable_no_entrez
G3V359	DdrGoUniverse;ReferenceDdr	ENSG00000100823;ENSG00000291796	2	True				route2_unavailable_no_entrez
G3V384	DdrGoUniverse	ENSG00000119684	1	False				route2_unavailable_no_entrez
G3V399	DdrGoUniverse	ENSG00000126215	1	False				route2_unavailable_no_entrez
G3V3C7	DdrGoUniverse;ReferenceDdr	ENSG00000100823;ENSG00000291796	2	True				route2_unavailable_no_entrez
G3V3E0	DdrGoUniverse	ENSG00000119684	1	False				route2_unavailable_no_entrez
G3V3H9	DdrGoUniverse	ENSG00000126215	1	False				route2_unavailable_no_entrez
G3V3M6	DdrGoUniverse;ReferenceDdr	ENSG00000100823;ENSG00000291796	2	True			ENSP00000451327	route2_unavailable_no_entrez
G3V3Q2	DdrGoUniverse	ENSG00000126215	1	False				route2_unavailable_no_entrez
G3V419	DdrGoUniverse	ENSG00000119684	1	False				route2_unavailable_no_entrez
G3V4W9	DdrGoUniverse	ENSG00000182185	1	False				route2_unavailable_no_entrez
G3V5D9	DdrGoUniverse;ReferenceDdr	ENSG00000100823;ENSG00000291796	2	True				route2_unavailable_no_entrez
G3V5H9	DdrGoUniverse	ENSG00000042088	1	False				route2_unavailable_no_entrez
G3V5M0	DdrGoUniverse;ReferenceDdr	ENSG00000100823;ENSG00000291796	2	True				route2_unavailable_no_entrez
G3V5Q1	DdrGoUniverse;ReferenceDdr	ENSG00000100823;ENSG00000291796	2	True			ENSP00000452460	route2_unavailable_no_entrez
G3XAG7	DdrGoUniverse	ENSG00000049167	1	False				route2_unavailable_no_entrez
G5E9Q8	DdrGoUniverse	ENSG00000187736	1	False				route2_unavailable_no_entrez
G8I0D8	DdrGoUniverse		0	False				no_ensembl_gene
G8JL98	DdrGoUniverse	ENSG00000139372	1	False	6996	ENSG00000139372		agree
G9G6D7	DdrGoUniverse		0	False				no_ensembl_gene
H0UID0	DdrGoUniverse	ENSG00000185379	1	False				route2_unavailable_no_entrez
H0Y3T7	DdrGoUniverse	ENSG00000182150	1	False				route2_unavailable_no_entrez
H0Y4N0	DdrGoUniverse	ENSG00000076242	1	False				route2_unavailable_no_entrez
H0Y5L7	DdrGoUniverse	ENSG00000076242	1	False				route2_unavailable_no_entrez
H0Y746	DdrGoUniverse	ENSG00000155229	1	False				route2_unavailable_no_entrez
H0Y793	DdrGoUniverse	ENSG00000076242	1	False				route2_unavailable_no_entrez
H0Y7V3	DdrGoUniverse	ENSG00000155229	1	False				route2_unavailable_no_entrez
H0Y806	DdrGoUniverse	ENSG00000076242	1	False				route2_unavailable_no_entrez
H0Y818	DdrGoUniverse;ReferenceDdr	ENSG00000076242	1	False	4292	ENSG00000076242		agree
H0Y850	DdrGoUniverse	ENSG00000012048	1	False	672	ENSG00000012048		agree
H0Y8B8	DdrGoUniverse	ENSG00000012048	1	False				route2_unavailable_no_entrez
H0Y8D8	DdrGoUniverse	ENSG00000012048	1	False	672	ENSG00000012048		agree
H0Y8J1	DdrGoUniverse	ENSG00000146263	1	False				route2_unavailable_no_entrez
H0Y9J8	DdrGoUniverse	ENSG00000152942;ENSG00000276618	2	True				route2_unavailable_no_entrez
H0Y9N8	DdrGoUniverse	ENSG00000164306	1	False				route2_unavailable_no_entrez
H0Y9T7	DdrGoUniverse	ENSG00000152942	1	False				route2_unavailable_no_entrez
H0Y9V2	DdrGoUniverse	ENSG00000119048	1	False				route2_unavailable_no_entrez
H0Y9Z4	DdrGoUniverse	ENSG00000154920	1	False				route2_unavailable_no_entrez
H0YA88	DdrGoUniverse	ENSG00000130997	1	False				route2_unavailable_no_entrez
H0YA95	DdrGoUniverse	ENSG00000123415	1	False				route2_unavailable_no_entrez
H0YAJ2	DdrGoUniverse	ENSG00000146263	1	False				route2_unavailable_no_entrez
H0YAV1	DdrGoUniverse;ReferenceDdr	ENSG00000048392	1	False				route2_unavailable_no_entrez
H0YBJ0	DdrGoUniverse	ENSG00000070501	1	False				route2_unavailable_no_entrez
H0YBX1	DdrGoUniverse	ENSG00000070501	1	False				route2_unavailable_no_entrez
H0YCA8	DdrGoUniverse	ENSG00000132781	1	False				route2_unavailable_no_entrez
H0YCY5	DdrGoUniverse	ENSG00000132781	1	False				route2_unavailable_no_entrez
H0YD86	DdrGoUniverse	ENSG00000139618	1	False				route2_unavailable_no_entrez
H0YDE3	DdrGoUniverse	ENSG00000172732	1	False				route2_unavailable_no_entrez
H0YDH4	DdrGoUniverse	ENSG00000166199	1	False				route2_unavailable_no_entrez
H0YDK3	DdrGoUniverse	ENSG00000172732	1	False				route2_unavailable_no_entrez
H0YDS7	DdrGoUniverse	ENSG00000204410;ENSG00000227314;ENSG00000230293;ENSG00000233345;ENSG00000235222	5	True				route2_unavailable_no_entrez
H0YDU2	DdrGoUniverse	ENSG00000172732	1	False				route2_unavailable_no_entrez
H0YDU7	DdrGoUniverse	ENSG00000149311	1	False				route2_unavailable_no_entrez
H0YE37	DdrGoUniverse	ENSG00000139618	1	False				route2_unavailable_no_entrez
H0YE55	DdrGoUniverse	ENSG00000177595	1	False				route2_unavailable_no_entrez
H0YE94	DdrGoUniverse	ENSG00000172732	1	False				route2_unavailable_no_entrez
H0YEC6	DdrGoUniverse	ENSG00000149311	1	False				route2_unavailable_no_entrez
H0YEI2	DdrGoUniverse	ENSG00000132781	1	False				route2_unavailable_no_entrez
H0YEW9	DdrGoUniverse	ENSG00000254469	1	False				route2_unavailable_no_entrez
H0YF11	DdrGoUniverse	ENSG00000254405;ENSG00000255152;ENSG00000255419;ENSG00000264619;ENSG00000266027;ENSG00000266442	6	True				route2_unavailable_no_entrez
H0YFF7	DdrGoUniverse	ENSG00000111358	1	False				route2_unavailable_no_entrez
H0YH18	DdrGoUniverse	ENSG00000139372	1	False				route2_unavailable_no_entrez
H0YJ14	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
H0YJ44	DdrGoUniverse;ReferenceDdr	ENSG00000042088	1	False				route2_unavailable_no_entrez
H0YJ45	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
H0YJ92	DdrGoUniverse;ReferenceDdr	ENSG00000020426	1	False			ENSP00000451017	route2_unavailable_no_entrez
H0YJA3	DdrGoUniverse	ENSG00000119684	1	False				route2_unavailable_no_entrez
H0YJB4	DdrGoUniverse	ENSG00000119684	1	False				route2_unavailable_no_entrez
H0YJF2	DdrGoUniverse;ReferenceDdr	ENSG00000020426	1	False			ENSP00000451379	route2_unavailable_no_entrez
H0YJL7	DdrGoUniverse	ENSG00000042088	1	False				route2_unavailable_no_entrez
H0YJN7	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
H0YJS3	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
H0YKX3	DdrGoUniverse;ReferenceDdr	ENSG00000166803	1	False			ENSP00000452975	route2_unavailable_no_entrez
H0YMA4	DdrGoUniverse	ENSG00000166803	1	False				route2_unavailable_no_entrez
H0YMN5	DdrGoUniverse	ENSG00000128908	1	False				route2_unavailable_no_entrez
H0YNL3	DdrGoUniverse	ENSG00000128908	1	False				route2_unavailable_no_entrez
H0YNU5	DdrGoUniverse	ENSG00000197299	1	False	641	ENSG00000197299		agree
H2EHT1	ReferenceDdr		0	False	7157	ENSG00000141510	ENSP00000481638	no_ensembl_gene
H3BLW9	DdrGoUniverse	ENSG00000175854	1	False				route2_unavailable_no_entrez
H3BM41	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BM98	DdrGoUniverse	ENSG00000140398	1	False				route2_unavailable_no_entrez
H3BMG4	DdrGoUniverse	ENSG00000140525	1	False				route2_unavailable_no_entrez
H3BN35	DdrGoUniverse	ENSG00000140525	1	False				route2_unavailable_no_entrez
H3BN63	DdrGoUniverse	ENSG00000083093	1	False	79728	ENSG00000083093		agree
H3BN81	DdrGoUniverse	ENSG00000169189	1	False				route2_unavailable_no_entrez
H3BNS0	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BP78	DdrGoUniverse	ENSG00000140525	1	False				route2_unavailable_no_entrez
H3BPD5	DdrGoUniverse	ENSG00000065057	1	False				route2_unavailable_no_entrez
H3BQ24	DdrGoUniverse	ENSG00000198690	1	False				route2_unavailable_no_entrez
H3BQE2	DdrGoUniverse	ENSG00000140525	1	False				route2_unavailable_no_entrez
H3BQE8	DdrGoUniverse	ENSG00000140398	1	False				route2_unavailable_no_entrez
H3BQU6	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BQU8	DdrGoUniverse	ENSG00000140398	1	False				route2_unavailable_no_entrez
H3BQW7	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BQX1	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BR06	DdrGoUniverse;ReferenceDdr	ENSG00000132604	1	False			ENSP00000456022	route2_unavailable_no_entrez
H3BR73	DdrGoUniverse	ENSG00000169189	1	False				route2_unavailable_no_entrez
H3BRB3	DdrGoUniverse	ENSG00000079616	1	False				route2_unavailable_no_entrez
H3BRL9	DdrGoUniverse	ENSG00000065057	1	False				route2_unavailable_no_entrez
H3BRX3	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BS03	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BS60	DdrGoUniverse	ENSG00000140525	1	False				route2_unavailable_no_entrez
H3BS84	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BSA3	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BSI9	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BSL0	DdrGoUniverse	ENSG00000169189	1	False				route2_unavailable_no_entrez
H3BSL6	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BST2	DdrGoUniverse	ENSG00000140398	1	False				route2_unavailable_no_entrez
H3BSZ5	DdrGoUniverse	ENSG00000140398	1	False				route2_unavailable_no_entrez
H3BSZ6	DdrGoUniverse	ENSG00000197774	1	False				route2_unavailable_no_entrez
H3BT40	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BT53	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BT54	DdrGoUniverse	ENSG00000140525	1	False				route2_unavailable_no_entrez
H3BT57	DdrGoUniverse;ReferenceDdr	ENSG00000140464	1	False				route2_unavailable_no_entrez
H3BT75	DdrGoUniverse	ENSG00000140398	1	False				route2_unavailable_no_entrez
H3BTA7	DdrGoUniverse;ReferenceDdr	ENSG00000132604	1	False				route2_unavailable_no_entrez
H3BTH1	DdrGoUniverse;ReferenceDdr	ENSG00000075131	1	False			ENSP00000457172	route2_unavailable_no_entrez
H3BTX5	DdrGoUniverse	ENSG00000140398	1	False				route2_unavailable_no_entrez
H3BU04	DdrGoUniverse	ENSG00000075131	1	False				route2_unavailable_no_entrez
H3BUK3	DdrGoUniverse	ENSG00000198690	1	False				route2_unavailable_no_entrez
H3BV05	DdrGoUniverse	ENSG00000169189	1	False				route2_unavailable_no_entrez
H3BV62	DdrGoUniverse	ENSG00000197774	1	False				route2_unavailable_no_entrez
H3BV66	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
H3BVG9	DdrGoUniverse	ENSG00000075131	1	False				route2_unavailable_no_entrez
H7BXZ1	DdrGoUniverse	ENSG00000114026	1	False				route2_unavailable_no_entrez
H7BY23	DdrGoUniverse	ENSG00000151164	1	False				route2_unavailable_no_entrez
H7BZI8	DdrGoUniverse	ENSG00000157212	1	False				route2_unavailable_no_entrez
H7BZJ7	DdrGoUniverse	ENSG00000144554	1	False				route2_unavailable_no_entrez
H7BZM3	DdrGoUniverse	ENSG00000114026	1	False				route2_unavailable_no_entrez
H7C0A1	DdrGoUniverse	ENSG00000114026	1	False				route2_unavailable_no_entrez
H7C0A9	DdrGoUniverse	ENSG00000155229	1	False				route2_unavailable_no_entrez
H7C0G7	DdrGoUniverse	ENSG00000187736	1	False	79840	ENSG00000187736		agree
H7C0V2	DdrGoUniverse	ENSG00000113522	1	False				route2_unavailable_no_entrez
H7C0W4	DdrGoUniverse	ENSG00000173559	1	False				route2_unavailable_no_entrez
H7C1D7	DdrGoUniverse	ENSG00000114026	1	False				route2_unavailable_no_entrez
H7C1M0	DdrGoUniverse	ENSG00000115392	1	False	55120	ENSG00000115392		agree
H7C1R0	DdrGoUniverse	ENSG00000108384	1	False				route2_unavailable_no_entrez
H7C1V7	DdrGoUniverse	ENSG00000114026	1	False				route2_unavailable_no_entrez
H7C1W5	DdrGoUniverse	ENSG00000155229	1	False				route2_unavailable_no_entrez
H7C263	DdrGoUniverse	ENSG00000135945	1	False				route2_unavailable_no_entrez
H7C272	DdrGoUniverse	ENSG00000136273	1	False				route2_unavailable_no_entrez
H7C2J4	DdrGoUniverse	ENSG00000204410	1	False				route2_unavailable_no_entrez
H7C2M2	DdrGoUniverse	ENSG00000122678	1	False				route2_unavailable_no_entrez
H7C2Q5	DdrGoUniverse	ENSG00000108384	1	False				route2_unavailable_no_entrez
H7C3F2	DdrGoUniverse	ENSG00000175854	1	False	375757	ENSG00000175854		agree
H7C4A8	DdrGoUniverse	ENSG00000100823;ENSG00000291796	2	True				route2_unavailable_no_entrez
H7C5E9	DdrGoUniverse	ENSG00000175854	1	False	375757	ENSG00000175854		agree
H9KVD8	DdrGoUniverse	ENSG00000146263	1	False				route2_unavailable_no_entrez
I1WZN9	DdrGoUniverse		0	False				no_ensembl_gene
I3L100	DdrGoUniverse	ENSG00000215041;ENSG00000288301	2	True				route2_unavailable_no_entrez
I3L1I3	DdrGoUniverse;ReferenceDdr	ENSG00000169189	1	False			ENSP00000458859	route2_unavailable_no_entrez
I3L1L5	DdrGoUniverse	ENSG00000141255	1	False				route2_unavailable_no_entrez
I3L1Z5	DdrGoUniverse	ENSG00000083093	1	False	79728	ENSG00000083093		agree
I3L2B9	DdrGoUniverse	ENSG00000141255	1	False				route2_unavailable_no_entrez
I3L2L9	DdrGoUniverse	ENSG00000185504	1	False				route2_unavailable_no_entrez
I3L2S5	DdrGoUniverse	ENSG00000083093	1	False				route2_unavailable_no_entrez
I3L2W2	DdrGoUniverse	ENSG00000215041;ENSG00000288301	2	True				route2_unavailable_no_entrez
I3L3S6	DdrGoUniverse	ENSG00000141255	1	False				route2_unavailable_no_entrez
I3L4D7	DdrGoUniverse	ENSG00000141255	1	False				route2_unavailable_no_entrez
I3L4R7	DdrGoUniverse	ENSG00000141255	1	False				route2_unavailable_no_entrez
I3L517	DdrGoUniverse	ENSG00000141255	1	False				route2_unavailable_no_entrez
I3VM53	ReferenceDdr		0	False	22992	ENSG00000173120	ENSP00000432786	no_ensembl_gene
I6L8A6	DdrGoUniverse	ENSG00000101773	1	False				route2_unavailable_no_entrez
I6L9H5	DdrGoUniverse		0	False	5378	ENSG00000064933		no_ensembl_gene
J3KPN7	DdrGoUniverse	ENSG00000151164	1	False	144715	ENSG00000151164		agree
J3KQ09	DdrGoUniverse;ReferenceDdr	ENSG00000101751	1	False	11201	ENSG00000101751	ENSP00000385196	agree
J3KQD8	DdrGoUniverse	ENSG00000185504	1	False				route2_unavailable_no_entrez
J3KRG0	DdrGoUniverse	ENSG00000101751	1	False				route2_unavailable_no_entrez
J3KRK8	DdrGoUniverse	ENSG00000101596	1	False				route2_unavailable_no_entrez
J3KRS8	DdrGoUniverse	ENSG00000101751	1	False				route2_unavailable_no_entrez
J3KS05	DdrGoUniverse;ReferenceDdr	ENSG00000108468	1	False				route2_unavailable_no_entrez
J3KSJ9	DdrGoUniverse	ENSG00000132604	1	False				route2_unavailable_no_entrez
J3KSW2	DdrGoUniverse	ENSG00000101751	1	False	11201	ENSG00000101751		agree
J3KSZ6	DdrGoUniverse;ReferenceDdr	ENSG00000132604	1	False				route2_unavailable_no_entrez
J3KTL8	DdrGoUniverse;ReferenceDdr	ENSG00000101596	1	False				route2_unavailable_no_entrez
J3KTM8	DdrGoUniverse	ENSG00000101751	1	False				route2_unavailable_no_entrez
J3KTN3	DdrGoUniverse	ENSG00000101751	1	False				route2_unavailable_no_entrez
J3KTQ2	DdrGoUniverse	ENSG00000108469	1	False				route2_unavailable_no_entrez
J3QKK3	DdrGoUniverse;ReferenceDdr	ENSG00000108384	1	False			ENSP00000463121	route2_unavailable_no_entrez
J3QKX0	DdrGoUniverse	ENSG00000136492	1	False	83990	ENSG00000136492		agree
J3QLH2	DdrGoUniverse	ENSG00000101773	1	False				route2_unavailable_no_entrez
J3QLQ2	DdrGoUniverse	ENSG00000108384	1	False				route2_unavailable_no_entrez
J3QR01	DdrGoUniverse	ENSG00000169689	1	False				route2_unavailable_no_entrez
J3QR35	DdrGoUniverse	ENSG00000169689	1	False				route2_unavailable_no_entrez
J3QR36	DdrGoUniverse	ENSG00000101751	1	False				route2_unavailable_no_entrez
J3QR58	DdrGoUniverse;ReferenceDdr	ENSG00000108384	1	False			ENSP00000464056	route2_unavailable_no_entrez
