SampleID,ReferenceKey,DonorKey,DonorKnown,ConnGroup,Split
GTEX-183FY-0726-SM-793C3,GTEx_v8_Lung,GTEX-183FY,TRUE,2,Within-material training
GTEX-18465-0626-SM-7LT8X,GTEx_v8_Lung,GTEX-18465,TRUE,2,Within-material training
GTEX-18A66-0926-SM-718BG,GTEx_v8_Lung,GTEX-18A66,TRUE,2,Within-material test
GTEX-18A67-1126-SM-7KFSB,GTEx_v8_Lung,GTEX-18A67,TRUE,2,Within-material test
GTEX-18A6Q-0826-SM-7KFRD,GTEx_v8_Lung,GTEX-18A6Q,TRUE,2,Within-material test
GTEX-18A7A-1026-SM-7LT8B,GTEx_v8_Lung,GTEX-18A7A,TRUE,2,Within-material training
GTEX-18D9A-0226-SM-7KFSJ,GTEx_v8_Lung,GTEX-18D9A,TRUE,2,Within-material training
GTEX-18D9B-1026-SM-CNPO5,GTEx_v8_Lung,GTEX-18D9B,TRUE,2,Within-material training
GTEX-18D9U-0526-SM-72D7C,GTEx_v8_Lung,GTEX-18D9U,TRUE,2,Within-material training
GTEX-18QFQ-0926-SM-7LG4V,GTEx_v8_Lung,GTEX-18QFQ,TRUE,2,Within-material training
GTEX-1A32A-0726-SM-731D4,GTEx_v8_Lung,GTEX-1A32A,TRUE,2,Within-material training
GTEX-1A3MV-0526-SM-72D5A,GTEx_v8_Lung,GTEX-1A3MV,TRUE,2,Within-material training
GTEX-1A8FM-0826-SM-793D5,GTEx_v8_Lung,GTEX-1A8FM,TRUE,2,Within-material test
GTEX-1A8G6-0726-SM-73KV5,GTEx_v8_Lung,GTEX-1A8G6,TRUE,2,Within-material training
GTEX-1AX8Z-5010-SM-AHZ33,GTEx_v8_Lung,GTEX-1AX8Z,TRUE,2,Within-material training
GTEX-1AX9I-0826-SM-73KUT,GTEx_v8_Lung,GTEX-1AX9I,TRUE,2,Within-material training
GTEX-1AX9J-1626-SM-73KUI,GTEx_v8_Lung,GTEX-1AX9J,TRUE,2,Within-material training
GTEX-1AX9K-0826-SM-731F9,GTEx_v8_Lung,GTEX-1AX9K,TRUE,2,Within-material training
GTEX-1AYCT-0726-SM-7IGNG,GTEx_v8_Lung,GTEX-1AYCT,TRUE,2,Within-material training
GTEX-1AYD5-1226-SM-7EWEP,GTEx_v8_Lung,GTEX-1AYD5,TRUE,2,Within-material training
GTEX-1B8KZ-0526-SM-73KW2,GTEx_v8_Lung,GTEX-1B8KZ,TRUE,2,Within-material test
GTEX-1B8L1-0626-SM-7EPHL,GTEx_v8_Lung,GTEX-1B8L1,TRUE,2,Within-material training
GTEX-1B8SF-0826-SM-73KW8,GTEx_v8_Lung,GTEX-1B8SF,TRUE,2,Within-material training
GTEX-1B932-0726-SM-731EY,GTEx_v8_Lung,GTEX-1B932,TRUE,2,Within-material training
GTEX-1B933-0926-SM-9OSVH,GTEx_v8_Lung,GTEX-1B933,TRUE,2,Within-material training
GTEX-1B97I-0226-SM-73KVO,GTEx_v8_Lung,GTEX-1B97I,TRUE,2,Within-material test
GTEX-1B996-0726-SM-7IGPI,GTEx_v8_Lung,GTEX-1B996,TRUE,2,Within-material test
GTEX-1BAJH-1326-SM-7RHFS,GTEx_v8_Lung,GTEX-1BAJH,TRUE,2,Within-material training
GTEX-1C4CL-0826-SM-7EWEZ,GTEx_v8_Lung,GTEX-1C4CL,TRUE,2,Within-material training
GTEX-1C64O-1226-SM-79OOC,GTEx_v8_Lung,GTEX-1C64O,TRUE,2,Within-material training
GTEX-1C6VR-0626-SM-79OOY,GTEx_v8_Lung,GTEX-1C6VR,TRUE,2,Within-material training
GTEX-1C6VS-1226-SM-79OO2,GTEx_v8_Lung,GTEX-1C6VS,TRUE,2,Within-material test
GTEX-1C6WA-0726-SM-7IGQ5,GTEx_v8_Lung,GTEX-1C6WA,TRUE,2,Within-material training
GTEX-1CAMQ-1026-SM-7EPIC,GTEx_v8_Lung,GTEX-1CAMQ,TRUE,2,Within-material test
GTEX-1CAV2-0626-SM-7P8QE,GTEx_v8_Lung,GTEX-1CAV2,TRUE,2,Within-material test
GTEX-1CB4F-0926-SM-7DHMJ,GTEx_v8_Lung,GTEX-1CB4F,TRUE,2,Within-material training
GTEX-1CB4I-2126-SM-793AG,GTEx_v8_Lung,GTEX-1CB4I,TRUE,2,Within-material training
GTEX-1CB4J-1726-SM-79OOL,GTEx_v8_Lung,GTEX-1CB4J,TRUE,2,Within-material training
GTEX-1E1VI-0926-SM-7P8T3,GTEx_v8_Lung,GTEX-1E1VI,TRUE,2,Within-material training
GTEX-1E2YA-0926-SM-7MXUK,GTEx_v8_Lung,GTEX-1E2YA,TRUE,2,Within-material training
GTEX-1EKGG-1326-SM-7MXUM,GTEx_v8_Lung,GTEX-1EKGG,TRUE,2,Within-material test
GTEX-1EMGI-1426-SM-7IGNQ,GTEx_v8_Lung,GTEX-1EMGI,TRUE,2,Within-material training
GTEX-1EN7A-0826-SM-7MKFV,GTEx_v8_Lung,GTEX-1EN7A,TRUE,2,Within-material training
GTEX-1EWIQ-0926-SM-7RHG7,GTEx_v8_Lung,GTEX-1EWIQ,TRUE,2,Within-material training
GTEX-1EX96-0226-SM-7RHHR,GTEx_v8_Lung,GTEX-1EX96,TRUE,2,Within-material training
GTEX-1F48J-0826-SM-9WPOD,GTEx_v8_Lung,GTEX-1F48J,TRUE,2,Within-material training
GTEX-1F5PK-0526-SM-7MXUA,GTEx_v8_Lung,GTEX-1F5PK,TRUE,2,Within-material test
GTEX-1F6I4-1026-SM-7P8PS,GTEx_v8_Lung,GTEX-1F6I4,TRUE,2,Within-material training
GTEX-1F6RS-0826-SM-7P8T9,GTEx_v8_Lung,GTEX-1F6RS,TRUE,2,Within-material test
GTEX-1F75B-1026-SM-9JGFS,GTEx_v8_Lung,GTEX-1F75B,TRUE,2,Within-material training
GTEX-1F75W-0626-SM-7PC13,GTEx_v8_Lung,GTEX-1F75W,TRUE,2,Within-material training
GTEX-1F7RK-0826-SM-7SB8V,GTEx_v8_Lung,GTEX-1F7RK,TRUE,2,Within-material test
GTEX-1F88F-0926-SM-7RHH8,GTEx_v8_Lung,GTEX-1F88F,TRUE,2,Within-material training
GTEX-1FIGZ-0326-SM-7RHGT,GTEx_v8_Lung,GTEX-1FIGZ,TRUE,2,Within-material training
GTEX-1GF9V-1026-SM-9KNW3,GTEx_v8_Lung,GTEX-1GF9V,TRUE,2,Within-material training
GTEX-1GF9X-0326-SM-7P8R9,GTEx_v8_Lung,GTEX-1GF9X,TRUE,2,Within-material training
GTEX-1GL5R-0526-SM-9WPOQ,GTEx_v8_Lung,GTEX-1GL5R,TRUE,2,Within-material test
GTEX-1GMR2-0126-SM-9JGHC,GTEx_v8_Lung,GTEX-1GMR2,TRUE,2,Within-material training
GTEX-1GMR3-0226-SM-7RHIB,GTEx_v8_Lung,GTEX-1GMR3,TRUE,2,Within-material training
GTEX-1GMR8-1426-SM-7RHHL,GTEx_v8_Lung,GTEX-1GMR8,TRUE,2,Within-material training
GTEX-1GMRU-1426-SM-9WPPL,GTEx_v8_Lung,GTEX-1GMRU,TRUE,2,Within-material training
GTEX-1GN1U-1026-SM-9WYUP,GTEx_v8_Lung,GTEX-1GN1U,TRUE,2,Within-material training
GTEX-1GN1W-1026-SM-9OSW2,GTEx_v8_Lung,GTEX-1GN1W,TRUE,2,Within-material training
GTEX-1GN2E-1526-SM-7P8TD,GTEx_v8_Lung,GTEX-1GN2E,TRUE,2,Within-material training
GTEX-1GN73-1026-SM-9KNV9,GTEx_v8_Lung,GTEX-1GN73,TRUE,2,Within-material training
GTEX-1GPI7-1526-SM-9JGG8,GTEx_v8_Lung,GTEX-1GPI7,TRUE,2,Within-material training
GTEX-1GTWX-0626-SM-9WYU1,GTEx_v8_Lung,GTEX-1GTWX,TRUE,2,Within-material training
GTEX-1GZ2Q-0726-SM-9KNVV,GTEx_v8_Lung,GTEX-1GZ2Q,TRUE,2,Within-material training
GTEX-1GZ4H-0426-SM-7MXV5,GTEx_v8_Lung,GTEX-1GZ4H,TRUE,2,Within-material training
GTEX-1GZ4I-0726-SM-9QEHL,GTEx_v8_Lung,GTEX-1GZ4I,TRUE,2,Within-material training
GTEX-1GZHY-0826-SM-9OSXT,GTEx_v8_Lung,GTEX-1GZHY,TRUE,2,Within-material training
GTEX-1H11D-0726-SM-9OSWA,GTEx_v8_Lung,GTEX-1H11D,TRUE,2,Within-material training
GTEX-1H1CY-0626-SM-9KNVE,GTEx_v8_Lung,GTEX-1H1CY,TRUE,2,Within-material training
GTEX-1H1DG-1026-SM-9MQJS,GTEx_v8_Lung,GTEX-1H1DG,TRUE,2,Within-material training
GTEX-1H1E6-0726-SM-9WPQ4,GTEx_v8_Lung,GTEX-1H1E6,TRUE,2,Within-material training
GTEX-1H1ZS-0826-SM-A9SMD,GTEx_v8_Lung,GTEX-1H1ZS,TRUE,2,Within-material training
GTEX-1H23P-1026-SM-9QEHQ,GTEx_v8_Lung,GTEX-1H23P,TRUE,2,Within-material training
GTEX-1H2FU-1226-SM-9KNVY,GTEx_v8_Lung,GTEX-1H2FU,TRUE,2,Within-material test
GTEX-1H3O1-0326-SM-9WPO8,GTEx_v8_Lung,GTEX-1H3O1,TRUE,2,Within-material training
GTEX-1H3VY-1426-SM-9WPOB,GTEx_v8_Lung,GTEX-1H3VY,TRUE,2,Within-material training
GTEX-1HB9E-0726-SM-AHZ4L,GTEx_v8_Lung,GTEX-1HB9E,TRUE,2,Within-material training
GTEX-1HBPH-1326-SM-9WYSN,GTEx_v8_Lung,GTEX-1HBPH,TRUE,2,Within-material training
GTEX-1HBPM-0826-SM-9WYSP,GTEx_v8_Lung,GTEX-1HBPM,TRUE,2,Within-material training
GTEX-1HCU7-0926-SM-A96TK,GTEx_v8_Lung,GTEX-1HCU7,TRUE,2,Within-material training
GTEX-1HCUA-0226-SM-A8N88,GTEx_v8_Lung,GTEX-1HCUA,TRUE,2,Within-material training
GTEX-1HCVE-0626-SM-A9SL2,GTEx_v8_Lung,GTEX-1HCVE,TRUE,2,Within-material training
GTEX-1HFI6-0926-SM-9WPPV,GTEx_v8_Lung,GTEX-1HFI6,TRUE,2,Within-material training
GTEX-1HSKV-1126-SM-ADEIA,GTEx_v8_Lung,GTEX-1HSKV,TRUE,2,Within-material training
GTEX-1HSMO-0926-SM-A96S7,GTEx_v8_Lung,GTEX-1HSMO,TRUE,2,Within-material training
GTEX-1HSMP-1326-SM-A96TR,GTEx_v8_Lung,GTEX-1HSMP,TRUE,2,Within-material training
GTEX-1HSMQ-0726-SM-B2LXY,GTEx_v8_Lung,GTEX-1HSMQ,TRUE,2,Within-material test
GTEX-1HT8W-1426-SM-CE6S2,GTEx_v8_Lung,GTEX-1HT8W,TRUE,2,Within-material training
GTEX-1I19N-0526-SM-A9G27,GTEx_v8_Lung,GTEX-1I19N,TRUE,2,Within-material training
GTEX-1I1CD-0926-SM-CL55I,GTEx_v8_Lung,GTEX-1I1CD,TRUE,2,Within-material test
GTEX-1I1GP-0526-SM-ARL7G,GTEx_v8_Lung,GTEX-1I1GP,TRUE,2,Within-material training
GTEX-1I1GQ-1126-SM-CNNQT,GTEx_v8_Lung,GTEX-1I1GQ,TRUE,2,Within-material training
GTEX-1I1GR-0726-SM-B2LWL,GTEx_v8_Lung,GTEX-1I1GR,TRUE,2,Within-material training
GTEX-1I1GS-1426-SM-COH3W,GTEx_v8_Lung,GTEX-1I1GS,TRUE,2,Within-material test
GTEX-1I1GU-0526-SM-B2LX2,GTEx_v8_Lung,GTEX-1I1GU,TRUE,2,Within-material test
GTEX-1I1GV-0926-SM-B2LXM,GTEx_v8_Lung,GTEX-1I1GV,TRUE,2,Within-material training
GTEX-1I4MK-0326-SM-B2LWP,GTEx_v8_Lung,GTEX-1I4MK,TRUE,2,Within-material test
GTEX-1I6K6-0926-SM-AHZ2N,GTEx_v8_Lung,GTEX-1I6K6,TRUE,2,Within-material training
GTEX-1I6K7-1226-SM-B2LVS,GTEx_v8_Lung,GTEX-1I6K7,TRUE,2,Within-material training
GTEX-1ICLY-0926-SM-CM2RJ,GTEx_v8_Lung,GTEX-1ICLY,TRUE,2,Within-material training
GTEX-1ICLZ-0926-SM-CKZPQ,GTEx_v8_Lung,GTEX-1ICLZ,TRUE,2,Within-material test
GTEX-1IDJH-0726-SM-ARU7U,GTEx_v8_Lung,GTEX-1IDJH,TRUE,2,Within-material training
GTEX-1IDJI-0626-SM-C1YQD,GTEx_v8_Lung,GTEX-1IDJI,TRUE,2,Within-material training
GTEX-1IDJU-0226-SM-CKZOF,GTEx_v8_Lung,GTEX-1IDJU,TRUE,2,Within-material training
GTEX-1IKJJ-0926-SM-A9G2L,GTEx_v8_Lung,GTEX-1IKJJ,TRUE,2,Within-material test
GTEX-1IKK5-1926-SM-A9G2V,GTEx_v8_Lung,GTEX-1IKK5,TRUE,2,Within-material training
GTEX-1IL2U-0926-SM-CKZOB,GTEx_v8_Lung,GTEX-1IL2U,TRUE,2,Within-material training
GTEX-1IL2V-0726-SM-ARZMB,GTEx_v8_Lung,GTEX-1IL2V,TRUE,2,Within-material training
GTEX-1IOXB-1126-SM-CNNQ5,GTEx_v8_Lung,GTEX-1IOXB,TRUE,2,Within-material training
GTEX-1IY9M-1126-SM-A9SLV,GTEx_v8_Lung,GTEX-1IY9M,TRUE,2,Within-material training
GTEX-1J1OQ-0926-SM-CJI34,GTEx_v8_Lung,GTEX-1J1OQ,TRUE,2,Within-material training
GTEX-1J1R8-0226-SM-AHZ3C,GTEx_v8_Lung,GTEX-1J1R8,TRUE,2,Within-material training
GTEX-1J8EW-1026-SM-A96T7,GTEx_v8_Lung,GTEX-1J8EW,TRUE,2,Within-material test
GTEX-1J8JJ-1126-SM-CL55P,GTEx_v8_Lung,GTEX-1J8JJ,TRUE,2,Within-material training
GTEX-1J8QM-0526-SM-AHZ3Y,GTEx_v8_Lung,GTEX-1J8QM,TRUE,2,Within-material training
GTEX-1JJE9-0926-SM-CNNP9,GTEx_v8_Lung,GTEX-1JJE9,TRUE,2,Within-material training
GTEX-1JJEA-1126-SM-CKZOC,GTEx_v8_Lung,GTEX-1JJEA,TRUE,2,Within-material training
GTEX-1JK1U-1126-SM-CY8HK,GTEx_v8_Lung,GTEX-1JK1U,TRUE,2,Within-material training
GTEX-1JKYN-2126-SM-ARU8W,GTEx_v8_Lung,GTEX-1JKYN,TRUE,2,Within-material test
GTEX-1JMLX-0926-SM-CNNPQ,GTEx_v8_Lung,GTEX-1JMLX,TRUE,2,Within-material training
GTEX-1JMOU-0526-SM-CNNPE,GTEx_v8_Lung,GTEX-1JMOU,TRUE,2,Within-material training
GTEX-1JMPZ-1126-SM-ARU8X,GTEx_v8_Lung,GTEX-1JMPZ,TRUE,2,Within-material training
GTEX-1JMQI-1126-SM-ARZN2,GTEx_v8_Lung,GTEX-1JMQI,TRUE,2,Within-material training
GTEX-1JMQJ-2126-SM-CNPPA,GTEx_v8_Lung,GTEX-1JMQJ,TRUE,2,Within-material test
GTEX-1JMQL-1126-SM-CKZOP,GTEx_v8_Lung,GTEX-1JMQL,TRUE,2,Within-material training
GTEX-1JN6P-0726-SM-ARZN7,GTEx_v8_Lung,GTEX-1JN6P,TRUE,2,Within-material training
GTEX-1JN76-0826-SM-C1YRK,GTEx_v8_Lung,GTEX-1JN76,TRUE,2,Within-material training
GTEX-1K2DU-0526-SM-D4P2Y,GTEx_v8_Lung,GTEX-1K2DU,TRUE,2,Within-material test
GTEX-1K9T9-0926-SM-D3L9C,GTEx_v8_Lung,GTEX-1K9T9,TRUE,2,Within-material training
GTEX-1KAFJ-0326-SM-DHXJG,GTEx_v8_Lung,GTEX-1KAFJ,TRUE,2,Within-material training
GTEX-1KANB-1026-SM-D3L9F,GTEx_v8_Lung,GTEX-1KANB,TRUE,2,Within-material training
GTEX-1KD4Q-0926-SM-CXZKI,GTEx_v8_Lung,GTEX-1KD4Q,TRUE,2,Within-material training
GTEX-1KD5A-1126-SM-CXZK6,GTEx_v8_Lung,GTEX-1KD5A,TRUE,2,Within-material training
GTEX-1KWVE-0426-SM-DHXJX,GTEx_v8_Lung,GTEX-1KWVE,TRUE,2,Within-material test
GTEX-1KXAM-0426-SM-DHXKG,GTEx_v8_Lung,GTEX-1KXAM,TRUE,2,Within-material training
GTEX-1L5NE-0726-SM-CXZKQ,GTEx_v8_Lung,GTEX-1L5NE,TRUE,2,Within-material training
GTEX-1LB8K-0826-SM-D4P41,GTEx_v8_Lung,GTEX-1LB8K,TRUE,2,Within-material training
GTEX-1LC47-1126-SM-D4P43,GTEx_v8_Lung,GTEX-1LC47,TRUE,2,Within-material training
GTEX-1LG7Y-0826-SM-E9TJX,GTEx_v8_Lung,GTEX-1LG7Y,TRUE,2,Within-material training
GTEX-1LGRB-0226-SM-CNPQK,GTEx_v8_Lung,GTEX-1LGRB,TRUE,2,Within-material training
GTEX-1LSVX-0626-SM-E9U59,GTEx_v8_Lung,GTEX-1LSVX,TRUE,2,Within-material training
GTEX-1LVAN-1126-SM-CNNRE,GTEx_v8_Lung,GTEX-1LVAN,TRUE,2,Within-material test
GTEX-1LVAO-1226-SM-DIPGB,GTEx_v8_Lung,GTEX-1LVAO,TRUE,2,Within-material training
GTEX-1M4P7-0826-SM-E9TJR,GTEx_v8_Lung,GTEX-1M4P7,TRUE,2,Within-material training
GTEX-1MA7X-0626-SM-E9TJI,GTEx_v8_Lung,GTEX-1MA7X,TRUE,2,Within-material training
GTEX-1MCC2-0726-SM-EV7AL,GTEx_v8_Lung,GTEX-1MCC2,TRUE,2,Within-material training
GTEX-1MGNQ-0826-SM-EVR41,GTEx_v8_Lung,GTEX-1MGNQ,TRUE,2,Within-material training
GTEX-1MJIX-0626-SM-DTX8V,GTEx_v8_Lung,GTEX-1MJIX,TRUE,2,Within-material test
GTEX-1MJK2-1126-SM-E9TJ7,GTEx_v8_Lung,GTEX-1MJK2,TRUE,2,Within-material training
GTEX-1N2DW-1126-SM-EVR59,GTEx_v8_Lung,GTEX-1N2DW,TRUE,2,Within-material training
GTEX-1NSGN-1626-SM-EXOJF,GTEx_v8_Lung,GTEX-1NSGN,TRUE,2,Within-material training
GTEX-1NV5F-0926-SM-DTX8N,GTEx_v8_Lung,GTEX-1NV5F,TRUE,2,Within-material training
GTEX-1OJC3-0726-SM-DTX92,GTEx_v8_Lung,GTEX-1OJC3,TRUE,2,Within-material test
GTEX-1OJC4-0626-SM-DTXEY,GTEx_v8_Lung,GTEX-1OJC4,TRUE,2,Within-material test
GTEX-1P4AB-1026-SM-DTXES,GTEx_v8_Lung,GTEX-1P4AB,TRUE,2,Within-material training
GTEX-1PIIG-1826-SM-DTX7N,GTEx_v8_Lung,GTEX-1PIIG,TRUE,2,Within-material training
GTEX-1PPGY-1826-SM-EXOJ8,GTEx_v8_Lung,GTEX-1PPGY,TRUE,2,Within-material training
GTEX-1PPH7-0226-SM-E76Q1,GTEx_v8_Lung,GTEX-1PPH7,TRUE,2,Within-material test
GTEX-1PWST-0826-SM-DTXF1,GTEx_v8_Lung,GTEX-1PWST,TRUE,2,Within-material training
GTEX-1QAET-0426-SM-EXUSM,GTEx_v8_Lung,GTEX-1QAET,TRUE,2,Within-material training
GTEX-1QCLY-1026-SM-EWRNI,GTEx_v8_Lung,GTEX-1QCLY,TRUE,2,Within-material training
GTEX-1QEPI-0826-SM-DTX9B,GTEx_v8_Lung,GTEX-1QEPI,TRUE,2,Within-material training
GTEX-1QMI2-0926-SM-DTX7S,GTEx_v8_Lung,GTEX-1QMI2,TRUE,2,Within-material training
GTEX-1QP29-1226-SM-E6CQ1,GTEx_v8_Lung,GTEX-1QP29,TRUE,2,Within-material training
GTEX-1QP2A-1226-SM-EVR3I,GTEx_v8_Lung,GTEX-1QP2A,TRUE,2,Within-material training
GTEX-1R9PM-0426-SM-EVR3P,GTEx_v8_Lung,GTEX-1R9PM,TRUE,2,Within-material test
GTEX-1RAZQ-1026-SM-EAZ4R,GTEx_v8_Lung,GTEX-1RAZQ,TRUE,2,Within-material training
GTEX-1RAZR-0726-SM-EV7BA,GTEx_v8_Lung,GTEX-1RAZR,TRUE,2,Within-material training
GTEX-1RAZS-2226-SM-E8VMU,GTEx_v8_Lung,GTEX-1RAZS,TRUE,2,Within-material test
GTEX-1RDX4-1626-SM-EVR53,GTEx_v8_Lung,GTEX-1RDX4,TRUE,2,Within-material training
GTEX-1RLM8-0626-SM-E76OW,GTEx_v8_Lung,GTEX-1RLM8,TRUE,2,Within-material training
GTEX-1RNSC-1226-SM-E9U52,GTEx_v8_Lung,GTEX-1RNSC,TRUE,2,Within-material test
GTEX-1RQED-1026-SM-EVYCT,GTEx_v8_Lung,GTEX-1RQED,TRUE,2,Within-material training
GTEX-1S5VW-0926-SM-EWRNU,GTEx_v8_Lung,GTEX-1S5VW,TRUE,2,Within-material training
GTEX-1S82P-0826-SM-EVR4P,GTEx_v8_Lung,GTEX-1S82P,TRUE,2,Within-material training
GTEX-N7MS-0926-SM-2HMIZ,GTEx_v8_Lung,GTEX-N7MS,TRUE,2,Within-material training
GTEX-N7MT-0126-SM-2D7VT,GTEx_v8_Lung,GTEX-N7MT,TRUE,2,Within-material training
GTEX-NFK9-1026-SM-2HMK1,GTEx_v8_Lung,GTEX-NFK9,TRUE,2,Within-material test
GTEX-NPJ8-0326-SM-2D7VV,GTEx_v8_Lung,GTEX-NPJ8,TRUE,2,Within-material training
GTEX-O5YT-0526-SM-32PK8,GTEx_v8_Lung,GTEX-O5YT,TRUE,2,Within-material test
GTEX-O5YV-0526-SM-2I5GE,GTEx_v8_Lung,GTEX-O5YV,TRUE,2,Within-material training
GTEX-O5YW-0526-SM-2YUMX,GTEx_v8_Lung,GTEX-O5YW,TRUE,2,Within-material training
GTEX-OHPL-0526-SM-3NM8U,GTEx_v8_Lung,GTEX-OHPL,TRUE,2,Within-material training
GTEX-OHPM-0526-SM-2YUMJ,GTEx_v8_Lung,GTEX-OHPM,TRUE,2,Within-material test
GTEX-OIZF-0526-SM-7MXVM,GTEx_v8_Lung,GTEX-OIZF,TRUE,2,Within-material training
GTEX-OIZG-0526-SM-2HMLF,GTEx_v8_Lung,GTEX-OIZG,TRUE,2,Within-material training
GTEX-OIZH-0526-SM-2HMKV,GTEx_v8_Lung,GTEX-OIZH,TRUE,2,Within-material training
GTEX-OIZI-1026-SM-3NB1K,GTEx_v8_Lung,GTEX-OIZI,TRUE,2,Within-material training
GTEX-OOBJ-0526-SM-48TDK,GTEx_v8_Lung,GTEX-OOBJ,TRUE,2,Within-material training
GTEX-OOBK-0526-SM-2HMJJ,GTEx_v8_Lung,GTEX-OOBK,TRUE,2,Within-material training
GTEX-OXRK-0926-SM-2HMKP,GTEx_v8_Lung,GTEX-OXRK,TRUE,2,Within-material training
GTEX-OXRL-0526-SM-2I3EZ,GTEx_v8_Lung,GTEX-OXRL,TRUE,2,Within-material training
GTEX-OXRN-0526-SM-2I5EN,GTEx_v8_Lung,GTEX-OXRN,TRUE,2,Within-material training
GTEX-OXRO-0326-SM-33HBM,GTEx_v8_Lung,GTEX-OXRO,TRUE,2,Within-material training
GTEX-OXRP-0526-SM-2I3EW,GTEx_v8_Lung,GTEX-OXRP,TRUE,2,Within-material test
GTEX-P44H-1126-SM-48TBU,GTEx_v8_Lung,GTEX-P44H,TRUE,2,Within-material test
GTEX-P4PP-0526-SM-2HMKE,GTEx_v8_Lung,GTEX-P4PP,TRUE,2,Within-material training
GTEX-P4PQ-0526-SM-2HMKR,GTEx_v8_Lung,GTEX-P4PQ,TRUE,2,Within-material training
GTEX-P4QS-0526-SM-2I3ET,GTEx_v8_Lung,GTEX-P4QS,TRUE,2,Within-material test
GTEX-P4QT-0526-SM-2I3EX,GTEx_v8_Lung,GTEX-P4QT,TRUE,2,Within-material training
GTEX-P78B-0926-SM-2I5FA,GTEx_v8_Lung,GTEX-P78B,TRUE,2,Within-material training
GTEX-PLZ4-0726-SM-2TC6Q,GTEx_v8_Lung,GTEX-PLZ4,TRUE,2,Within-material training
GTEX-PLZ5-0726-SM-2I5F9,GTEx_v8_Lung,GTEX-PLZ5,TRUE,2,Within-material training
GTEX-PLZ6-0426-SM-5IJDW,GTEx_v8_Lung,GTEX-PLZ6,TRUE,2,Within-material training
GTEX-POMQ-0526-SM-3GADD,GTEx_v8_Lung,GTEX-POMQ,TRUE,2,Within-material training
GTEX-POYW-1226-SM-2XCEP,GTEx_v8_Lung,GTEX-POYW,TRUE,2,Within-material test
GTEX-PSDG-1126-SM-2S1ON,GTEx_v8_Lung,GTEX-PSDG,TRUE,2,Within-material training
GTEX-PVOW-1026-SM-2XCF9,GTEx_v8_Lung,GTEX-PVOW,TRUE,2,Within-material training
GTEX-PW2O-0526-SM-2I3DX,GTEx_v8_Lung,GTEX-PW2O,TRUE,2,Within-material training
GTEX-PX3G-0526-SM-2I3EM,GTEx_v8_Lung,GTEX-PX3G,TRUE,2,Within-material training
GTEX-Q2AG-1026-SM-33HBW,GTEx_v8_Lung,GTEX-Q2AG,TRUE,2,Within-material test
GTEX-Q2AH-0426-SM-2I3EP,GTEx_v8_Lung,GTEX-Q2AH,TRUE,2,Within-material training
GTEX-Q734-0626-SM-2I3EF,GTEx_v8_Lung,GTEX-Q734,TRUE,2,Within-material training
GTEX-QCQG-0326-SM-2I3ES,GTEx_v8_Lung,GTEX-QCQG,TRUE,2,Within-material training
GTEX-QDT8-0926-SM-32PL2,GTEx_v8_Lung,GTEX-QDT8,TRUE,2,Within-material test
GTEX-QDVJ-0926-SM-2I5FU,GTEx_v8_Lung,GTEX-QDVJ,TRUE,2,Within-material training
GTEX-QDVN-0726-SM-4B64L,GTEx_v8_Lung,GTEX-QDVN,TRUE,2,Within-material training
GTEX-QEG4-0526-SM-48TZD,GTEx_v8_Lung,GTEX-QEG4,TRUE,2,Within-material training
GTEX-QEG5-1126-SM-33HC2,GTEx_v8_Lung,GTEX-QEG5,TRUE,2,Within-material training
GTEX-QEL4-0826-SM-3GAF2,GTEx_v8_Lung,GTEX-QEL4,TRUE,2,Within-material training
GTEX-QESD-0626-SM-2I5G4,GTEx_v8_Lung,GTEX-QESD,TRUE,2,Within-material test
GTEX-QMR6-1926-SM-32PL9,GTEx_v8_Lung,GTEX-QMR6,TRUE,2,Within-material training
GTEX-QMRM-0826-SM-3NB33,GTEx_v8_Lung,GTEX-QMRM,TRUE,2,Within-material training
GTEX-QV44-0926-SM-2S1RH,GTEx_v8_Lung,GTEX-QV44,TRUE,2,Within-material test
GTEX-QVUS-2026-SM-EYYW9,GTEx_v8_Lung,GTEX-QVUS,TRUE,2,Within-material test
GTEX-QXCU-0626-SM-2TC69,GTEx_v8_Lung,GTEX-QXCU,TRUE,2,Within-material test
GTEX-R3RS-1026-SM-3GADF,GTEx_v8_Lung,GTEX-R3RS,TRUE,2,Within-material training
GTEX-R55C-0526-SM-3GIKA,GTEx_v8_Lung,GTEX-R55C,TRUE,2,Within-material training
GTEX-R55D-0926-SM-3GAEU,GTEx_v8_Lung,GTEX-R55D,TRUE,2,Within-material training
GTEX-R55G-0826-SM-2TC5U,GTEx_v8_Lung,GTEX-R55G,TRUE,2,Within-material training
GTEX-REY6-0426-SM-2TF5G,GTEx_v8_Lung,GTEX-REY6,TRUE,2,Within-material test
GTEX-RM2N-0426-SM-2TF4T,GTEx_v8_Lung,GTEX-RM2N,TRUE,2,Within-material test
GTEX-RN64-1226-SM-2TC6E,GTEx_v8_Lung,GTEX-RN64,TRUE,2,Within-material test
GTEX-RNOR-0726-SM-2TF5I,GTEx_v8_Lung,GTEX-RNOR,TRUE,2,Within-material training
GTEX-RTLS-0926-SM-2TF5X,GTEx_v8_Lung,GTEX-RTLS,TRUE,2,Within-material test
